#	start	end	score	density
1	1	3	10.0	1.518
2	4	13	6.0	1.102
3	14	37	10.0	1.112
4	38	52	5.0	1.16
5	53	67	4.0	1.002
6	68	74	9.0	1.094
7	75	140	7.0	1.143
8	141	145	7.0	1.302
9	146	179	10.0	1.133
10	180	185	10.0	1.102
11	186	192	8.0	1.612
12	193	199	3.0	1.328
13	200	204	6.0	1.677
14	205	217	10.0	1.022
15	218	225	7.0	1.198
16	226	232	10.0	1.245
17	233	239	10.0	1.263
18	240	263	10.0	1.143
19	264	304	6.0	1.189
20	305	315	10.0	1.058
21	316	334	4.0	1.132
22	335	339	5.0	1.097
23	340	350	3.0	1.199
24	351	355	4.0	0.876
25	356	360	7.0	0.988
26	361	371	10.0	1.125
27	372	402	10.0	1.131
28	403	411	10.0	1.218
29	412	417	10.0	1.302
30	418	471	6.0	1.132
31	472	480	10.0	1.084
32	481	492	10.0	1.049
33	493	501	6.0	1.171
34	502	508	8.0	0.908
35	509	516	3.0	0.93
36	517	523	5.0	1.083
37	524	528	8.0	1.086
38	529	534	10.0	1.282
39	535	545	6.0	1.262
40	546	552	7.0	1.665
41	553	558	10.0	1.373
42	559	575	10.0	1.266
43	576	581	4.0	1.444
44	582	589	10.0	1.063
45	590	607	10.0	1.293
46	608	619	10.0	1.152
47	620	632	8.0	1.173
48	633	638	4.0	1.073
49	639	655	10.0	1.054
50	656	673	6.0	1.091
51	674	678	6.0	0.947
52	679	722	10.0	1.141
53	723	740	10.0	1.013
54	741	747	8.0	1.208
55	748	752	10.0	1.054
56	753	763	9.0	1.292
57	764	770	10.0	1.086
58	771	775	10.0	1.283
59	776	782	5.0	1.347
60	783	790	6.0	1.133
61	791	800	7.0	1.102
62	801	841	10.0	1.115
63	842	852	5.0	1.196
64	853	860	6.0	1.08
65	861	877	4.0	1.282
66	878	882	9.0	1.263
67	883	887	8.0	1.023
68	888	892	10.0	0.945
69	893	897	10.0	0.814
70	898	904	7.0	1.07
71	905	916	10.0	1.277
72	917	924	10.0	1.099
73	925	934	9.0	1.313
74	935	943	10.0	1.136
75	944	951	10.0	1.318
76	952	960	10.0	1.291
77	961	977	8.0	1.121
78	978	1014	10.0	1.155
