#	start	end	score	density
1	1	383	7.0	0.001
2	384	402	9.0	2.229
3	403	415	10.0	1.383
4	416	431	5.0	1.689
5	432	443	7.0	1.382
6	444	469	8.0	1.449
7	470	479	10.0	1.583
8	480	490	10.0	1.389
9	491	497	8.0	1.437
10	498	503	9.0	1.591
11	504	512	10.0	1.517
12	513	517	5.0	1.336
13	518	522	5.0	1.065
14	523	534	10.0	1.692
15	535	539	7.0	0.965
16	540	551	10.0	1.225
17	552	558	10.0	1.48
18	559	572	10.0	1.491
19	573	588	10.0	1.408
20	589	599	8.0	1.641
21	600	606	10.0	1.578
22	607	614	10.0	1.254
23	615	635	10.0	1.144
24	636	648	10.0	1.387
25	649	687	10.0	1.06
26	688	715	10.0	1.024
27	716	731	10.0	1.035
28	732	747	10.0	1.282
29	748	753	10.0	1.119
30	754	791	10.0	1.28
31	792	806	10.0	1.139
32	807	827	10.0	1.193
33	828	832	10.0	0.977
34	833	838	10.0	1.044
35	839	858	8.0	1.126
36	859	889	10.0	1.088
37	890	912	7.0	1.187
38	913	918	7.0	1.305
39	919	940	5.0	1.043
40	941	948	10.0	1.167
41	949	967	10.0	1.277
42	968	972	9.0	1.171
43	973	987	10.0	1.032
44	988	1004	10.0	1.061
45	1005	1034	10.0	1.087
46	1035	1062	10.0	1.077
47	1063	1074	10.0	1.232
48	1075	1198	10.0	1.091
49	1199	1205	5.0	0.96
50	1206	1220	7.0	0.841
51	1221	1251	10.0	1.0
52	1252	1357	10.0	0.989
53	1358	1402	10.0	0.928
54	1403	1423	10.0	0.885
55	1424	1466	10.0	0.95
56	1467	1486	10.0	1.019
57	1487	1517	10.0	1.019
58	1518	1524	10.0	0.918
59	1525	1551	10.0	0.998
60	1552	1563	10.0	1.06
61	1564	1568	8.0	0.851
62	1569	1573	9.0	0.94
63	1574	1598	10.0	1.06
64	1599	1603	10.0	0.935
65	1604	1632	10.0	1.04
66	1633	1708	10.0	0.941
67	1709	1729	10.0	0.96
68	1730	1736	5.0	0.686
69	1737	1835	10.0	1.015
70	1836	1840	10.0	0.797
71	1841	1901	10.0	1.07
72	1902	1932	9.0	1.148
73	1933	1953	10.0	1.205
74	1954	1962	7.0	1.054
75	1963	1969	10.0	1.239
76	1970	1990	10.0	1.318
77	1991	2005	8.0	1.228
78	2006	2025	10.0	1.318
79	2026	2035	10.0	1.22
80	2036	2065	10.0	1.033
81	2066	2070	10.0	1.12
82	2071	2157	10.0	1.067
83	2158	2177	8.0	1.198
84	2178	2191	10.0	1.206
85	2192	2217	10.0	1.446
86	2218	2222	7.0	2.518
87	2223	2231	7.0	1.545
88	2232	2237	4.0	1.504
89	2238	2242	7.0	1.46
90	2243	2264	8.0	2.1
91	2265	2272	8.0	2.098
92	2273	2280	6.0	2.324
93	2281	2285	10.0	1.532
94	2286	2304	10.0	2.162
