#	start	end	rich in A	type
chr11	2	43	0.54	A
chr11	44	44	nan	B
chr11	45	47	0.62	A
chr11	48	51	0.49	B
chr11	52	60	0.43	A
chr11	61	62	0.79	B
chr11	63	72	0.46	A
chr11	73	74	0.77	B
chr11	75	77	0.66	A
chr11	78	79	0.77	B
chr11	80	153	0.43	A
chr11	154	158	0.51	B
chr11	159	160	0.86	A
chr11	161	163	0.53	B
chr11	164	164	nan	A
chr11	165	166	0.72	B
chr11	167	189	0.46	A
chr11	190	191	0.80	B
chr11	192	202	0.48	A
chr11	203	203	nan	B
chr11	204	206	0.58	A
chr11	207	273	0.37	B
chr11	274	291	0.40	A
chr11	292	293	0.72	B
chr11	294	294	nan	A
chr11	295	312	0.40	B
chr11	313	365	0.42	A
chr11	366	435	0.37	B
chr11	436	482	0.47	A
chr11	483	570	0.23	B
chr11	571	577	0.54	A
chr11	578	583	0.46	B
chr11	584	585	0.77	A
chr11	586	586	nan	B
chr11	587	591	0.51	A
chr11	592	592	nan	B
chr11	593	783	0.48	A
chr11	784	784	nan	B
chr11	785	786	0.89	A
chr11	787	825	0.39	B
chr11	826	831	0.48	A
chr11	832	853	0.39	B
chr11	854	872	0.42	A
chr11	873	873	nan	B
chr11	874	890	0.39	A
chr11	891	899	0.37	B
chr11	900	900	nan	A
chr11	901	927	0.39	B
chr11	928	930	0.58	A
chr11	931	931	nan	B
chr11	932	939	0.47	A
chr11	940	940	nan	B
chr11	941	962	0.42	A
chr11	963	1004	0.36	B
chr11	1005	1036	0.39	A
chr11	1037	1038	0.77	B
chr11	1039	1105	0.38	A
chr11	1106	1110	0.49	B
chr11	1111	1127	0.45	A
chr11	1128	1130	0.62	B
chr11	1131	1141	0.49	A
chr11	1142	1142	nan	B
chr11	1143	1143	nan	A
chr11	1144	1165	0.45	B
chr11	1166	1237	0.46	A
chr11	1238	1239	0.75	B
chr11	1240	1256	0.45	A
chr11	1257	1257	nan	B
chr11	1258	1265	0.54	A
chr11	1266	1281	0.43	B
chr11	1282	1305	0.45	A
chr11	1306	1307	0.86	B
chr11	1308	1308	nan	A
chr11	1309	1338	0.44	B
chr11	1339	1350	0.51	A
