#	start	end	score	density
1	1	14	8.0	0.569
2	15	26	3.0	0.551
3	27	37	10.0	1.01
4	38	45	5.0	0.892
5	46	52	3.0	1.379
6	53	64	10.0	0.825
7	65	71	9.0	1.182
8	72	103	10.0	1.109
9	104	172	10.0	0.923
10	173	185	10.0	1.131
11	186	207	8.0	1.245
12	208	212	8.0	1.187
13	213	221	7.0	1.166
14	222	244	7.0	1.14
15	245	252	3.0	1.035
16	253	259	5.0	1.068
17	260	280	10.0	1.214
18	281	296	10.0	1.218
19	297	327	10.0	0.829
20	328	373	9.0	0.714
21	374	381	8.0	0.696
22	382	392	6.0	1.272
23	393	398	8.0	1.217
24	399	409	7.0	1.285
25	410	415	10.0	1.325
26	416	454	10.0	0.778
27	455	462	6.0	1.223
28	463	470	6.0	1.16
29	471	475	9.0	1.101
30	476	491	10.0	1.23
31	492	505	10.0	1.096
32	506	543	10.0	1.18
33	544	550	10.0	1.329
34	551	565	10.0	1.188
35	566	601	10.0	0.662
36	602	614	8.0	0.701
37	615	619	8.0	1.404
38	620	630	10.0	1.378
39	631	640	5.0	1.151
40	641	647	8.0	0.382
41	648	653	10.0	0.706
42	654	661	10.0	0.283
43	662	675	10.0	0.315
44	676	681	10.0	0.277
45	682	701	5.0	0.96
46	702	706	7.0	1.26
47	707	934	7.0	0.005
48	935	941	10.0	0.945
49	942	965	10.0	1.111
50	966	973	10.0	1.12
51	974	989	10.0	1.25
52	990	1000	10.0	1.227
53	1001	1018	10.0	1.128
54	1019	1061	8.0	1.127
55	1062	1071	10.0	1.054
56	1072	1109	10.0	1.124
57	1110	1118	9.0	1.189
58	1119	1127	10.0	1.162
59	1128	1176	10.0	1.005
60	1177	1328	10.0	1.15
61	1329	1350	7.0	1.112
62	1351	1368	8.0	1.26
63	1369	1388	7.0	1.213
64	1389	1395	7.0	1.18
65	1396	1417	10.0	0.881
66	1418	1432	4.0	0.995
67	1433	1441	10.0	1.083
68	1442	1487	10.0	1.124
69	1488	1514	10.0	0.996
70	1515	1545	10.0	1.161
71	1546	1563	10.0	1.161
72	1564	1620	10.0	1.066
73	1621	1639	5.0	0.963
74	1640	1646	10.0	0.972
75	1647	1679	10.0	1.058
76	1680	1702	9.0	1.083
77	1703	1716	9.0	1.244
78	1717	1732	10.0	1.129
79	1733	1747	8.0	1.204
80	1748	1754	3.0	1.143
81	1755	1759	6.0	1.233
82	1760	1774	9.0	1.367
83	1775	1786	6.0	1.41
84	1787	1793	6.0	1.36
85	1794	1808	10.0	0.779
