#	start	end	rich in A	type
chr7	1	29	0.55	A
chr7	30	46	0.47	B
chr7	47	73	0.50	A
chr7	74	75	0.78	B
chr7	76	77	0.76	A
chr7	78	126	0.37	B
chr7	127	132	0.45	A
chr7	133	138	0.42	B
chr7	139	140	0.75	A
chr7	141	165	0.37	B
chr7	166	167	0.78	A
chr7	168	173	0.45	B
chr7	174	174	nan	A
chr7	175	202	0.38	B
chr7	203	203	nan	A
chr7	204	219	0.41	B
chr7	220	220	nan	A
chr7	221	227	0.48	B
chr7	228	236	0.46	A
chr7	237	248	0.43	B
chr7	249	252	0.55	A
chr7	253	260	0.47	B
chr7	261	266	0.51	A
chr7	267	268	0.79	B
chr7	269	275	0.50	A
chr7	276	276	nan	B
chr7	277	289	0.44	A
chr7	290	291	0.81	B
chr7	292	292	nan	A
chr7	293	293	nan	B
chr7	294	295	0.86	A
chr7	296	296	nan	B
chr7	297	308	0.46	A
chr7	309	326	0.44	B
chr7	327	331	0.51	A
chr7	332	349	0.42	B
chr7	350	351	0.80	A
chr7	352	357	0.48	B
chr7	358	365	0.48	A
chr7	366	396	0.41	B
chr7	397	402	0.49	A
chr7	403	412	0.43	B
chr7	413	413	nan	A
chr7	414	436	0.42	B
chr7	437	452	0.51	A
chr7	453	457	0.55	B
chr7	458	459	0.90	A
chr7	460	472	0.43	B
chr7	473	479	0.54	A
chr7	480	485	0.49	B
chr7	486	494	0.42	A
chr7	495	495	nan	B
chr7	496	497	0.74	A
chr7	498	498	nan	B
chr7	499	499	nan	A
chr7	500	505	0.47	B
chr7	506	509	0.60	A
chr7	510	512	0.64	B
chr7	513	515	0.66	A
chr7	516	516	nan	B
chr7	517	520	0.53	A
chr7	521	521	nan	B
chr7	522	522	nan	A
chr7	523	523	nan	B
chr7	524	528	0.47	A
chr7	529	530	0.74	B
chr7	531	533	0.55	A
chr7	534	535	0.74	B
chr7	536	537	0.72	A
chr7	538	538	nan	B
chr7	539	545	0.43	A
chr7	546	548	0.59	B
chr7	549	642	0.27	A
chr7	643	644	0.84	B
chr7	645	648	0.56	A
chr7	649	651	0.59	B
chr7	652	693	0.45	A
chr7	694	694	nan	B
chr7	695	718	0.45	A
chr7	719	720	0.87	B
chr7	721	763	0.38	A
chr7	764	765	0.72	B
chr7	766	767	0.90	A
chr7	768	769	0.77	B
chr7	770	775	0.48	A
chr7	776	797	0.38	B
chr7	798	802	0.46	A
chr7	803	804	0.72	B
chr7	805	809	0.46	A
chr7	810	898	0.36	B
chr7	899	900	0.75	A
chr7	901	915	0.41	B
chr7	916	920	0.47	A
chr7	921	921	nan	B
chr7	922	925	0.52	A
chr7	926	975	0.39	B
chr7	976	1028	0.47	A
chr7	1029	1046	0.41	B
chr7	1047	1069	0.43	A
chr7	1070	1071	0.73	B
chr7	1072	1077	0.47	A
chr7	1078	1158	0.37	B
chr7	1159	1167	0.44	A
chr7	1168	1206	0.37	B
chr7	1207	1207	nan	A
chr7	1208	1208	nan	B
chr7	1209	1212	0.50	A
chr7	1213	1273	0.37	B
chr7	1274	1276	0.60	A
chr7	1277	1277	nan	B
chr7	1278	1311	0.45	A
chr7	1312	1312	nan	B
chr7	1313	1313	nan	A
chr7	1314	1352	0.43	B
chr7	1353	1353	nan	A
chr7	1354	1386	0.41	B
chr7	1387	1404	0.47	A
chr7	1405	1421	0.43	B
chr7	1422	1422	nan	A
chr7	1423	1430	0.48	B
chr7	1431	1431	nan	A
chr7	1432	1439	0.39	B
chr7	1440	1441	0.86	A
chr7	1442	1483	0.38	B
chr7	1484	1495	0.50	A
chr7	1496	1506	0.49	B
chr7	1507	1525	0.49	A
chr7	1526	1556	0.46	B
chr7	1557	1560	0.65	A
chr7	1561	1565	0.54	B
chr7	1566	1572	0.52	A
chr7	1573	1573	nan	B
chr7	1574	1574	nan	A
chr7	1575	1584	0.57	B
chr7	1585	1587	0.65	A
chr7	1588	1592	0.56	B
