#	start	end	rich in A	type
chr7	1	35	0.53	A
chr7	36	39	0.53	B
chr7	40	40	nan	A
chr7	41	46	0.56	B
chr7	47	84	0.47	A
chr7	85	108	0.37	B
chr7	109	253	0.38	A
chr7	254	256	0.61	B
chr7	257	257	nan	A
chr7	258	258	nan	B
chr7	259	312	0.43	A
chr7	313	325	0.43	B
chr7	326	373	0.41	A
chr7	374	381	0.45	B
chr7	382	385	0.52	A
chr7	386	386	nan	B
chr7	387	392	0.46	A
chr7	393	394	0.81	B
chr7	395	403	0.46	A
chr7	404	407	0.50	B
chr7	408	408	nan	A
chr7	409	429	0.42	B
chr7	430	453	0.48	A
chr7	454	457	0.57	B
chr7	458	479	0.44	A
chr7	480	480	nan	B
chr7	481	481	nan	A
chr7	482	505	0.40	B
chr7	506	515	0.49	A
chr7	516	548	0.39	B
chr7	549	557	0.49	A
chr7	558	558	nan	B
chr7	559	562	0.60	A
chr7	563	645	0.24	B
chr7	646	648	0.62	A
chr7	649	650	0.80	B
chr7	651	668	0.47	A
chr7	669	721	0.44	B
chr7	722	858	0.37	A
chr7	859	860	0.69	B
chr7	861	883	0.39	A
chr7	884	897	0.38	B
chr7	898	971	0.39	A
chr7	972	972	nan	B
chr7	973	1032	0.46	A
chr7	1033	1037	0.47	B
chr7	1038	1039	0.76	A
chr7	1040	1045	0.48	B
chr7	1046	1266	0.37	A
chr7	1267	1268	0.76	B
chr7	1269	1357	0.43	A
chr7	1358	1373	0.40	B
chr7	1374	1379	0.49	A
chr7	1380	1380	nan	B
chr7	1381	1446	0.42	A
chr7	1447	1459	0.39	B
chr7	1460	1460	nan	A
chr7	1461	1465	0.45	B
chr7	1466	1466	nan	A
chr7	1467	1479	0.41	B
chr7	1480	1526	0.47	A
chr7	1527	1547	0.45	B
chr7	1548	1577	0.49	A
chr7	1578	1582	0.63	B
chr7	1583	1592	0.51	A
