#	start	end	score	density
1	1	11	9.0	2.166
2	12	16	6.0	8.365
3	17	32	10.0	3.323
4	33	44	10.0	3.195
5	45	69	10.0	2.279
6	70	83	10.0	1.319
7	84	105	8.0	1.027
8	106	111	7.0	0.32
9	112	119	5.0	0.907
10	120	128	10.0	0.978
11	129	135	5.0	1.006
12	136	163	10.0	0.989
13	164	180	8.0	0.886
14	181	192	10.0	1.108
15	193	208	10.0	0.989
16	209	216	10.0	0.973
17	217	241	10.0	0.909
18	242	246	10.0	1.138
19	247	260	10.0	0.943
20	261	269	5.0	0.859
21	270	274	4.0	0.755
22	275	286	10.0	0.936
23	287	291	10.0	1.091
24	292	306	10.0	0.884
25	307	335	10.0	0.895
26	336	352	6.0	0.966
27	353	361	10.0	1.091
28	362	377	8.0	1.069
29	378	413	10.0	0.898
30	414	444	8.0	0.929
31	445	457	10.0	0.887
32	458	533	6.0	0.956
33	534	544	10.0	0.823
34	545	551	10.0	0.765
35	552	588	10.0	0.816
36	589	607	10.0	0.88
37	608	619	10.0	0.895
38	620	647	10.0	0.868
39	648	654	5.0	1.079
40	655	676	7.0	0.918
41	677	690	10.0	0.998
42	691	699	10.0	0.948
43	700	709	10.0	0.809
44	710	733	10.0	1.032
45	734	867	10.0	0.958
46	868	882	10.0	0.803
47	883	917	10.0	1.237
48	918	958	9.0	1.204
49	959	964	9.0	1.369
50	965	1003	10.0	0.934
51	1004	1016	10.0	0.516
52	1017	1111	6.0	0.117
53	1112	1134	6.0	1.084
54	1135	1141	10.0	0.982
55	1142	1179	10.0	1.117
56	1180	1185	8.0	0.996
57	1186	1191	7.0	0.936
58	1192	1200	9.0	0.886
59	1201	1210	10.0	1.115
60	1211	1231	10.0	1.699
61	1232	1238	10.0	2.067
62	1239	1243	10.0	1.554
63	1244	1253	10.0	2.233
64	1254	1270	9.0	1.31
65	1271	1280	6.0	2.109
66	1281	1290	9.0	3.152
67	1291	1301	7.0	3.314
68	1302	1307	5.0	3.347
69	1308	1317	5.0	4.123
70	1318	1322	6.0	2.118
71	1323	1336	10.0	2.141
72	1337	1342	7.0	1.844
73	1343	1351	6.0	3.167
74	1352	1357	10.0	1.928
75	1358	1362	7.0	1.35
76	1363	1367	7.0	1.808
77	1368	1377	9.0	1.62
78	1378	1390	10.0	2.144
79	1391	1395	8.0	3.417
80	1396	1400	8.0	1.89
81	1401	1405	10.0	1.325
82	1406	1425	8.0	1.784
83	1426	1430	8.0	1.68
84	1431	1444	9.0	1.381
85	1445	1449	6.0	1.665
86	1450	1460	10.0	1.2
87	1461	1473	10.0	1.27
88	1474	1487	9.0	1.087
89	1488	1492	10.0	0.973
90	1493	1500	10.0	1.335
91	1501	1505	9.0	1.472
92	1506	1528	9.0	1.185
93	1529	1537	10.0	1.287
94	1538	1547	6.0	1.161
95	1548	1566	10.0	1.05
96	1567	1580	6.0	0.94
97	1581	1648	10.0	0.973
98	1649	1671	10.0	0.893
99	1672	1686	9.0	0.843
100	1687	1706	10.0	0.832
101	1707	1723	4.0	0.926
102	1724	1732	10.0	0.927
103	1733	1741	10.0	0.832
104	1742	1775	5.0	0.816
105	1776	1799	10.0	1.424
106	1800	1853	10.0	0.939
107	1854	1871	7.0	0.945
108	1872	1885	10.0	1.017
109	1886	1897	10.0	0.874
110	1898	1911	6.0	0.855
111	1912	1923	10.0	0.849
112	1924	2009	10.0	0.904
113	2010	2016	10.0	0.751
114	2017	2026	10.0	0.716
115	2027	2035	6.0	0.848
116	2036	2051	10.0	0.866
117	2052	2059	10.0	0.824
118	2060	2119	10.0	0.865
119	2120	2148	10.0	0.857
120	2149	2158	6.0	0.924
121	2159	2171	10.0	0.864
122	2172	2197	6.0	0.898
123	2198	2206	10.0	0.906
124	2207	2228	6.0	1.044
125	2229	2235	10.0	0.814
126	2236	2243	10.0	0.863
127	2244	2264	5.0	1.097
128	2265	2274	6.0	1.198
129	2275	2283	10.0	1.36
130	2284	2332	10.0	1.112
131	2333	2342	10.0	1.189
132	2343	2360	10.0	1.377
133	2361	2370	9.0	1.378
134	2371	2385	7.0	1.795
135	2386	2402	8.0	1.559
136	2403	2407	10.0	0.91
137	2408	2422	10.0	1.192
138	2423	2430	10.0	0.932
139	2431	2449	10.0	0.878
140	2450	2459	10.0	1.092
141	2460	2469	10.0	1.199
142	2470	2490	10.0	0.89
143	2491	2495	10.0	1.372
144	2496	2506	6.0	0.97
145	2507	2515	10.0	0.85
146	2516	2523	10.0	1.278
147	2524	2560	10.0	1.085
148	2561	2575	10.0	1.053
149	2576	2593	5.0	0.935
150	2594	2601	10.0	1.028
151	2602	2606	10.0	1.122
152	2607	2616	10.0	1.377
153	2617	2675	10.0	1.15
154	2676	2682	10.0	1.199
155	2683	2701	10.0	1.316
