#	start	end	score	density
1	1	191	10.0	0.001
2	192	198	10.0	0.116
3	199	204	10.0	0.397
4	205	213	10.0	0.616
5	214	287	10.0	0.032
6	288	313	7.0	1.383
7	314	341	7.0	0.94
8	342	346	7.0	0.874
9	347	375	10.0	0.929
10	376	380	10.0	1.079
11	381	386	10.0	0.993
12	387	538	10.0	1.017
13	539	553	10.0	0.856
14	554	563	10.0	0.886
15	564	603	10.0	0.928
16	604	609	9.0	0.713
17	610	616	9.0	0.911
18	617	649	10.0	0.905
19	650	662	10.0	1.279
20	663	673	10.0	0.965
21	674	680	10.0	1.124
22	681	699	5.0	1.11
23	700	705	10.0	1.147
24	706	715	10.0	1.06
25	716	720	10.0	1.117
26	721	750	10.0	1.027
27	751	756	10.0	1.416
28	757	767	10.0	1.149
29	768	781	10.0	1.037
30	782	796	10.0	1.252
31	797	811	10.0	1.225
32	812	817	10.0	1.111
33	818	822	10.0	0.945
34	823	850	10.0	1.3
35	851	860	5.0	1.308
36	861	879	10.0	1.654
37	880	885	10.0	2.129
38	886	891	8.0	1.979
39	892	903	7.0	2.496
40	904	911	9.0	2.229
41	912	916	5.0	3.073
42	917	926	10.0	2.189
43	927	933	8.0	1.923
44	934	939	5.0	2.688
45	940	947	8.0	2.036
46	948	956	7.0	2.489
47	957	963	10.0	1.674
