#	start	end	rich in A	type
chr10	1	13	0.50	A
chr10	14	31	0.45	B
chr10	32	49	0.44	A
chr10	50	54	0.50	B
chr10	55	65	0.50	A
chr10	66	79	0.46	B
chr10	80	80	nan	A
chr10	81	115	0.40	B
chr10	116	139	0.46	A
chr10	140	145	0.52	B
chr10	146	156	0.48	A
chr10	157	157	nan	B
chr10	158	158	nan	A
chr10	159	168	0.44	B
chr10	169	179	0.40	A
chr10	184	213	0.39	B
chr10	214	234	0.43	A
chr10	235	247	0.44	B
chr10	248	254	0.48	A
chr10	255	268	0.42	B
chr10	269	338	0.42	A
chr10	339	342	0.55	B
chr10	343	358	0.44	A
chr10	359	432	0.22	B
chr10	433	440	0.55	A
chr10	441	459	0.45	B
chr10	460	500	0.23	A
chr10	501	505	0.56	B
chr10	506	527	0.36	A
chr10	528	540	0.40	B
chr10	541	543	0.55	A
chr10	544	600	0.36	B
chr10	601	602	0.77	A
chr10	603	605	0.57	B
chr10	606	608	0.59	A
chr10	609	614	0.46	B
chr10	615	628	0.42	A
chr10	629	633	0.46	B
chr10	634	643	0.43	A
chr10	644	645	0.83	B
chr10	646	657	0.44	A
chr10	658	669	0.40	B
chr10	670	677	0.40	A
chr10	678	693	0.38	B
chr10	694	773	0.45	A
chr10	774	791	0.43	B
chr10	792	824	0.48	A
chr10	825	859	0.39	B
chr10	860	863	0.55	A
chr10	864	877	0.43	B
chr10	878	964	0.41	A
chr10	965	969	0.48	B
chr10	970	1003	0.46	A
chr10	1004	1011	0.44	B
chr10	1012	1062	0.46	A
chr10	1063	1116	0.39	B
chr10	1117	1128	0.46	A
chr10	1129	1139	0.45	B
chr10	1140	1168	0.44	A
chr10	1169	1184	0.41	B
chr10	1185	1194	0.49	A
chr10	1195	1199	0.52	B
chr10	1200	1218	0.47	A
chr10	1219	1227	0.47	B
chr10	1228	1228	nan	A
chr10	1229	1231	0.63	B
chr10	1232	1244	0.49	A
chr10	1245	1246	0.88	B
chr10	1247	1277	0.47	A
chr10	1278	1286	0.49	B
chr10	1287	1292	0.54	A
chr10	1293	1297	0.53	B
chr10	1298	1300	0.70	A
chr10	1301	1315	0.47	B
chr10	1316	1320	0.59	A
chr10	1321	1336	0.51	B
chr10	1337	1355	0.47	A
