# EV_1 (15.2760)	EV_2 (2.7369)	EV_3 (-8.7545)
nan	nan	nan
0.008253142790482105	0.005752571285173022	-0.01761303168663292
0.00898832406286941	0.013774255338035876	-0.0193152600653344
0.0051727879297169006	0.029523722892784824	-0.01631039574725449
0.007954196666604855	0.028002326361262955	-0.01768567521218943
0.0068703683858151315	0.021759652087848816	-0.018015190755098536
0.006944821544100695	0.020451712495159945	-0.018803421854313777
0.0029493254551067626	0.020042701882989136	-0.016497386322850742
-0.0028269550561122667	0.01743051921063405	-0.015891782901064962
-0.011663146717644662	0.023005532498815914	-0.014740324790165345
-0.015567488974449421	0.03216941248766495	-0.017247292199920917
-0.02192877570030951	0.04955863200766904	-0.019367219457276364
-0.012300489204537052	0.04754403631242757	-0.020982580323045417
-0.007512489020092147	0.05806003250349166	-0.019967254784226587
-0.0002990833965574938	0.04607518597085554	-0.021919597723362685
0.0034610967774120196	0.046160164019508704	-0.02322202298070408
0.008880194281002667	0.027144806948195585	-0.023895495007212247
0.014540002698460223	0.02793841610047683	-0.018397773507947593
0.01620177805560139	0.03395422540449311	-0.01676761013919006
0.014594319910270909	0.06112366544197703	-0.012742117921395943
0.007631887708195322	0.05406943220458785	-0.01235553548147134
-0.0032867388281998255	0.04933781514824239	-0.011187999655972274
-0.016093807498043955	0.05231759302505581	-0.0112029392663898
-0.03450081864503148	0.03680021443510961	-0.015583786457581406
-0.03658634476733724	0.02774587601259021	-0.01710410761186977
-0.045047908064904024	0.012726242420475264	-0.014233806679041647
-0.046401549342803196	0.01259598844142961	-0.013605339382170449
-0.05058482560753465	0.015621014450505323	-0.01141482759513801
-0.04810989788319674	0.019931984379645724	-0.015025554408589922
-0.04498368264418028	0.0375537560454862	-0.013728177730272642
-0.04403914738939989	0.01681790153690107	-0.013955348120442461
-0.040981893960630636	0.020709875580363225	-0.01673573895414002
-0.03923771112500227	0.006596689381826851	-0.01917366055920263
-0.03884920503649941	0.011846847061890951	-0.021021637658084697
-0.04421510926719833	0.018971198906313935	-0.019172756601199714
-0.041007608883939325	0.027868077112683867	-0.0175796128288402
-0.0397412172293196	0.016817836204924018	-0.017209811910334345
-0.03688141167384647	0.017172180241282906	-0.016507112033098573
-0.04271531072189838	0.002408945884102877	-0.01664574070549243
-0.04730008464717973	0.017914087246172425	-0.016700031483405056
-0.05736583339386528	0.022615107979181898	-0.01397220296322204
-0.054846877670030623	0.04455003874765061	-0.01562919447505068
-0.04894061407400332	0.035235980209875686	-0.015447069518111256
-0.042160903455472826	0.009328198815824328	-0.017375854283040088
-0.0426884127425463	-0.0013450861921258314	-0.016185850061144466
-0.052020307190735235	-0.005303534330593468	-0.014220234261059457
-0.05219743015663471	0.0077467580458750115	-0.011534023463570763
-0.05009130336588535	0.024178612475345584	-0.012510829812610931
-0.04471873646430609	0.023498031338410795	-0.014188211117294573
-0.04906193663656788	0.02758243798639707	-0.015761974796355424
-0.04697131774257487	0.008771857874616998	-0.015484633025808714
-0.04422206382707844	0.0021631725543104705	-0.014809975450522851
-0.04068262360356925	-0.0040739207712659625	-0.01467653869981695
-0.042100841434460405	-0.00030883869868121583	-0.017505330695687688
-0.044512825764624425	0.014412019834551947	-0.017532962645719383
-0.042919501212855087	0.020752918931606565	-0.016290066692335375
-0.04329210521134873	0.018897206405085444	-0.014885374553078725
-0.04658820100759616	0.0005582472606355249	-0.015056907722759555
-0.04414997271767957	0.00014718329767927224	-0.014618477407247334
-0.03355982657249505	0.009215790246440078	-0.01519310924257087
-0.019444172751970915	0.02617805216206388	-0.012360572157514134
-0.0068891219642003565	0.03713172807534662	-0.01400967642612213
0.005756638018962507	0.026792573491632492	-0.015286942364948902
0.013270323281219094	0.026364982362223496	-0.017335559715646834
0.015913743066655998	0.030420483415839222	-0.013503453795324246
