# EV_1 (5.9122)	EV_2 (-1.2891)	EV_3 (-9.1216)
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
0.02839453757136002	0.0005368633925656903	-0.024026384469323547
0.022034010429912595	0.01800094097848379	-0.029433379903513128
0.023651301078295474	0.033145937375993556	-0.03142393205368135
0.024478530274743546	0.016051342165230468	-0.029345123112665617
0.022615172537091006	0.0043813190345319344	-0.030617132304935336
0.022133405280648846	-0.006418165152466154	-0.02880752390823159
0.023808114311921803	-0.0003517033349254538	-0.029108335870319763
0.024009513257230428	-0.0019984501158232075	-0.030031565180384905
0.02507896983032419	-0.007164556709173545	-0.02955827905217301
0.022652845879751013	-0.01832538447562301	-0.028882722241074063
0.013349721408950974	-0.0015083798794231131	-0.028043937323919563
nan	nan	nan
-0.0009932109358461517	0.0023767196731056656	-0.02505973794004179
-0.01175776660725765	-0.00577772188566986	-0.022657812780849548
-0.007942876518735667	-0.023374217938567025	-0.02296553965859061
-0.014371082599521202	-0.011683122502042398	-0.021779411276218887
-0.013829147147261852	-0.0006450715926608844	-0.023562154126300885
-0.024579582895798438	0.008709602838020448	-0.02344457487481902
-0.01886725819296058	-0.003042229538224913	-0.023780960731524806
-0.01660785399178281	-0.0037272387550155717	-0.0243470835635664
-0.00983988831511053	-0.008900557060869466	-0.02602386430217015
-0.0077495490928112245	-0.006430837198461201	-0.026771924299131222
-0.013343449362251968	-0.005480240391411007	-0.026024951611227077
-0.023202447001166096	-0.007981761631400307	-0.02266996419930358
-0.02742432142682675	0.0028557130218830433	-0.02236689446964677
-0.026019498390510307	0.009618601177566147	-0.022739412903451977
-0.026609336830058335	0.023724766269587125	-0.02373222297468203
-0.033949079842076874	0.024255676241977088	-0.021255281904127326
-0.0316119675928578	0.010550405670054518	-0.02153561328524287
-0.023848800980243102	-0.0035624259619573134	-0.0213510693683357
-0.015193975733750677	-0.0189387682175019	-0.023292109508228215
-0.013960831534783873	-0.006817506531549196	-0.023462428998572718
-0.01843566575653864	-0.006864424864635663	-0.022893861664827268
-0.016406090510402892	-0.014897010874800342	-0.022943300464185395
-0.01387598959898399	-0.01766045424823807	-0.023439628895450756
-0.013196199956201807	-0.014712056035958487	-0.02364768391662146
-0.019009987544589317	-0.007073754974271193	-0.022564844831695782
-0.02049983809243332	-0.004252461617633423	-0.02342811905814112
-0.018188461416644645	0.00960617781445831	-0.023869483860527146
-0.010929360026531078	0.0027920886141946377	-0.022915158940353515
-0.007381950816983011	-0.02026553939906222	-0.02297123957370209
-0.0066579073111721985	-0.024141119025740683	-0.022935710403962445
-0.004522796211040521	-0.026444372873932913	-0.02411265826374418
-0.0019607159555046537	-0.022195865626889466	-0.02689160369211376
-0.006572012153058564	-0.02114642895758044	-0.026388114363892212
-0.009637092115979606	-0.009339715058318116	-0.025985310448758035
-0.012859489275168062	-0.00019789030219404848	-0.024609040616167092
-0.015120143354616785	0.009015750814099029	-0.02280111498927772
-0.012374647260735547	0.005927244381593915	-0.020785089800388155
-0.014089076697295762	0.006380528339682612	-0.02064640738141752
-0.007562856037204677	-0.007377467344042494	-0.02377568508279441
-0.011769005649165705	-0.011373038809163252	-0.02426616370331748
-0.007402463998677585	-0.00675564548484463	-0.025668438897289758
-0.018209635853479723	0.01757730184996278	-0.022243145350835988
-0.018800905307895823	0.017138691408271664	-0.02373544449624725
-0.028054109321614035	0.00679164706596903	-0.022922343099473913
-0.029039558440359558	-0.021029585316153458	-0.023034760207921036
-0.03359718350784568	-0.0044480738852710755	-0.021594866808590612
-0.027904047156987237	0.007724367353978613	-0.02195221516789871
-0.01477780608318192	0.03241233552221637	-0.023090624677715672
-0.003447108088224707	0.0011609997867840075	-0.024364048463880624
0.009952166063158397	-0.017052815059337374	-0.026125541447041968
0.011286335913613253	-0.03400540215079654	-0.02551852682186279
0.01570278284575877	-0.03307129138546519	-0.026833964319565105
0.015436661846940772	-0.020321346069582566	-0.026090739849574683
0.01790315373357957	-0.019159114668840013	-0.02770869221409215
0.021829547155855545	-0.01971642758889745	-0.02819437264736601
0.0250172989666961	-0.02017225224387345	-0.0315246264414554
0.026490370633918982	-0.016863306749386645	-0.03058698925219607
0.020661711529245116	-0.0013218830212251044	-0.030262558834053453
0.01716716211662821	-0.007517460500805477	-0.028617036574483706
0.01905843229935135	-0.00905643088668151	-0.027970835528284006
0.01988395790818564	-0.027376560299555975	-0.026759157956513173
0.02160171874133865	-0.0176808867118667	-0.027596919333501366
0.01688331580919924	-0.013484341975456773	-0.027677509562661497
0.016565636452763453	0.015102541092180122	-0.02866857439315776
0.018165249339070856	-0.00943283982808075	-0.0275128867958175
0.022506362322849527	-0.008476228813998827	-0.029568374966553068
0.02534182658365417	-0.013360980973276947	-0.0297757272602912
0.02101703622503878	0.0020873678422199567	-0.030046566446576387
0.018785085469352085	-0.0035991685189025718	-0.02825052562316854
0.012706101295609952	-0.010455755120086578	-0.026652869946959357
0.00858902525275992	-0.012360084163065487	-0.026084028980702733
0.006585054410290286	0.001941720248015243	-0.023635391544254276
0.0065276352658098485	-0.007149013273091561	-0.023428837576606527
0.011620529901938762	-0.006512558982886946	-0.02506743245847997
0.012473900866931027	-0.015500846912294475	-0.02943598366089022
0.009336603035312828	-0.02295068104145688	-0.02783508552369826
0.0023693248302784813	-0.02858728183184821	-0.026524096650571385
