#	start	end	score	density
1	1	198	9.0	0.007
2	199	204	10.0	0.51
3	205	213	10.0	0.618
4	214	224	5.0	0.699
5	225	302	7.0	0.123
6	303	312	5.0	0.976
7	313	318	7.0	0.851
8	319	323	7.0	0.897
9	324	328	8.0	0.839
10	329	335	4.0	1.011
11	336	340	10.0	1.001
12	341	345	6.0	1.004
13	346	375	10.0	1.03
14	376	380	10.0	1.414
15	381	386	10.0	1.203
16	387	537	8.0	1.139
17	538	552	10.0	0.989
18	553	563	8.0	1.015
19	564	603	10.0	1.106
20	604	609	10.0	0.966
21	610	616	10.0	1.393
22	617	649	10.0	1.08
23	650	662	10.0	1.161
24	663	673	10.0	1.158
25	674	680	6.0	1.281
26	681	685	4.0	1.315
27	686	691	6.0	1.381
28	692	697	7.0	1.265
29	698	705	10.0	1.165
30	706	715	10.0	1.108
31	716	720	10.0	1.254
32	721	750	10.0	1.24
33	751	756	10.0	1.242
34	757	767	8.0	1.299
35	768	780	9.0	1.115
36	781	797	7.0	1.225
37	798	811	10.0	1.279
38	812	817	10.0	1.335
39	818	823	10.0	1.394
40	824	850	10.0	1.233
41	851	859	8.0	1.235
42	860	865	6.0	1.075
43	866	871	5.0	1.154
44	872	876	4.0	1.452
45	877	882	4.0	0.975
46	883	889	4.0	0.953
47	890	899	9.0	0.667
48	900	904	5.0	1.259
49	905	911	8.0	1.134
50	912	917	8.0	0.977
51	918	926	6.0	1.23
52	927	933	5.0	1.333
53	934	939	4.0	0.888
54	940	946	7.0	1.629
55	947	956	9.0	0.83
56	957	963	10.0	1.383
