#	start	end	rich in A	type
chr1	8	39	0.55	A
chr1	41	60	0.50	B
chr1	61	127	0.49	A
chr1	128	153	0.36	B
chr1	154	340	0.48	A
chr1	341	352	0.49	B
chr1	353	371	0.47	A
chr1	372	378	0.56	B
chr1	379	386	0.55	A
chr1	387	392	0.53	B
chr1	393	472	0.46	A
chr1	473	477	0.53	B
chr1	478	482	0.58	A
chr1	483	511	0.42	B
chr1	512	560	0.45	A
chr1	561	569	0.45	B
chr1	570	571	0.85	A
chr1	572	591	0.43	B
chr1	592	599	0.47	A
chr1	600	602	0.61	B
chr1	603	603	nan	A
chr1	604	614	0.42	B
chr1	615	618	0.53	A
chr1	619	621	0.61	B
chr1	622	660	0.42	A
chr1	661	666	0.44	B
chr1	667	691	0.41	A
chr1	692	706	0.39	B
chr1	707	709	0.57	A
chr1	710	779	0.37	B
chr1	780	786	0.46	A
chr1	787	844	0.37	B
chr1	845	865	0.41	A
chr1	866	872	0.44	B
chr1	873	876	0.52	A
chr1	877	891	0.41	B
chr1	892	894	0.57	A
chr1	895	900	0.47	B
chr1	901	905	0.50	A
chr1	906	913	0.44	B
chr1	914	957	0.41	A
chr1	958	983	0.38	B
chr1	984	985	0.69	A
chr1	986	987	0.72	B
chr1	988	989	0.73	A
chr1	990	1002	0.40	B
chr1	1003	1009	0.45	A
chr1	1010	1014	0.47	B
chr1	1015	1015	nan	A
chr1	1016	1090	0.35	B
chr1	1092	1111	0.48	A
chr1	1112	1117	0.48	B
chr1	1118	1124	0.49	A
chr1	1125	1129	0.56	B
chr1	1130	1181	0.42	A
chr1	1182	1201	0.42	B
chr1	1202	1208	0.42	A
chr1	1212	1434	0.02	B
chr1	1441	1476	0.31	A
chr1	1489	1494	0.51	B
chr1	1497	1521	0.46	A
chr1	1522	1534	0.45	B
chr1	1535	1571	0.49	A
chr1	1572	1598	0.42	B
chr1	1599	1629	0.45	A
chr1	1630	1656	0.41	B
chr1	1657	1659	0.63	A
chr1	1660	1669	0.45	B
chr1	1670	1700	0.41	A
chr1	1701	1705	0.47	B
chr1	1706	1707	0.78	A
chr1	1708	1712	0.47	B
chr1	1713	1743	0.40	A
chr1	1744	1746	0.56	B
chr1	1747	1751	0.50	A
chr1	1752	1780	0.42	B
chr1	1781	1795	0.43	A
chr1	1796	1796	nan	B
chr1	1797	1812	0.44	A
chr1	1813	1821	0.48	B
chr1	1822	1825	0.56	A
chr1	1826	1826	nan	B
chr1	1827	1841	0.44	A
chr1	1842	1846	0.50	B
chr1	1847	1854	0.45	A
chr1	1855	1861	0.43	B
chr1	1862	1870	0.42	A
chr1	1871	1873	0.53	B
chr1	1874	1877	0.48	A
chr1	1878	1882	0.44	B
chr1	1883	1890	0.39	A
chr1	1891	1893	0.51	B
chr1	1894	1909	0.36	A
chr1	1910	1917	0.39	B
chr1	1918	1918	nan	A
chr1	1919	1919	nan	B
chr1	1920	1937	0.38	A
chr1	1938	1941	0.48	B
chr1	1942	1943	0.69	A
chr1	1944	1948	0.43	B
chr1	1949	1950	0.68	A
chr1	1951	1954	0.45	B
chr1	1955	1959	0.43	A
chr1	1960	1960	nan	B
chr1	1961	1962	0.71	A
chr1	1963	1970	0.40	B
chr1	1971	2082	0.43	A
chr1	2083	2098	0.45	B
chr1	2099	2100	0.88	A
chr1	2101	2114	0.44	B
chr1	2115	2134	0.45	A
chr1	2135	2144	0.46	B
chr1	2145	2148	0.55	A
chr1	2149	2185	0.38	B
chr1	2186	2191	0.47	A
chr1	2192	2200	0.43	B
chr1	2201	2210	0.44	A
chr1	2211	2226	0.42	B
chr1	2227	2248	0.45	A
chr1	2249	2255	0.47	B
chr1	2256	2299	0.45	A
chr1	2300	2301	0.85	B
chr1	2302	2304	0.67	A
chr1	2305	2309	0.56	B
chr1	2310	2318	0.48	A
chr1	2319	2326	0.48	B
chr1	2327	2329	0.62	A
chr1	2330	2331	0.83	B
chr1	2332	2367	0.44	A
chr1	2368	2433	0.40	B
chr1	2434	2435	0.75	A
chr1	2436	2443	0.45	B
chr1	2444	2453	0.47	A
chr1	2454	2462	0.49	B
chr1	2463	2464	0.80	A
chr1	2465	2465	nan	B
chr1	2466	2471	0.51	A
chr1	2472	2490	0.40	B
chr1	2492	2493	0.90	A
