# EV_1 (97.0129)	EV_2 (14.4750)	EV_3 (12.0148)
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
-0.02266078186650386	-0.00112973585680875	0.007223817017690162
-0.020637084819730804	-0.01690899578443107	0.014221759219748636
-0.012630520187131277	-0.022353487466599372	-0.0061956550658925766
-0.015808067775520938	-0.02481841380407296	-0.0013146221380169899
-0.013198128174563768	-0.03167895019938522	-0.013643487559875224
-0.011682803944142872	-0.024148497396231594	-0.029952335368850162
-0.011027174952751538	-0.03423177541743043	-0.018661629431312013
-0.012227654044180145	-0.030641750638376593	-0.013365334664173301
-0.018891294909385414	-0.015218207135430947	-0.011206353725823157
-0.02330396023453056	-0.018778255787847822	-0.0069294237734338696
-0.012930870645246735	-0.029826339819128096	-0.014712665832239452
0.004748492913637824	-0.02110598414133911	-0.040712225255308404
0.01735370414755458	-0.006554856984300585	-0.04274540303113121
0.025751725327041185	0.007553477660363843	-0.04531670899736427
0.028232815720280077	0.007345772703411354	-0.04418358439915699
0.02035667900981742	0.006922084264483312	-0.04573860670789101
0.02829089184039391	0.010750516436170683	-0.0497909217568413
0.02466724358156906	0.014672543375809935	-0.05301847099076655
0.02763560372899597	0.0026079730553100924	-0.04851888255124948
0.026360550366527066	0.012433340829956615	-0.025310517438563936
0.02235234966804786	0.0016577503218291353	-0.024683369953583074
0.021675850715296267	0.0020181971224122693	-0.04495224711026587
0.030116204480523764	0.005841752443941795	-0.03913985655136419
0.02675763595458071	0.017940687250689428	-0.044744201989408115
0.029308022144753816	0.013742664503816055	-0.03948925285006534
0.027120292153266265	0.004504815351878533	-0.045801630387312636
0.023530750795055726	0.010234163917775103	-0.0415915410755782
0.024225443481376754	0.0012677863795087833	-0.03571460088931849
0.02384641611533787	0.00588005123472446	-0.04830949904272373
0.02112361199271097	0.014817497242004077	-0.05302133486541395
0.020981051189864278	0.0037877423528771483	-0.04020600765888349
0.026082995365812878	0.011230564735326203	-0.04298204767805497
0.024122261874377146	0.0005924503655197216	-0.053626683580212615
0.0247679365159609	0.009269486323466882	-0.037165312947058576
0.01739109718247924	0.00947536514529368	-0.05557525173136933
0.022237918782671704	0.008936614301567737	-0.028365766582425265
0.020224858843741964	-0.0028910755631467305	-0.021497841343259664
0.025083975101648098	-0.004847698785832933	-0.042596349402160644
0.019175387149419413	-0.0018400674715371218	-0.03033366174292229
0.021948372391187104	0.006031826780128566	-0.0382913716430702
0.02022664047237716	0.006553723389013105	-0.03131085865408717
0.013854707125808913	-0.0021500759994906465	-0.035154465052638556
0.003224502221937263	-0.011010510661751566	-0.03951949520188635
-0.01762121961114605	-0.02717833486968753	-0.021090371846304495
0.006339647955087227	-0.016579411413131163	-0.052611269405118635
0.019281111267693093	-0.009868104471068182	-0.031288830037768986
0.02415147662185063	-0.007276456110641671	-0.04386945414472879
0.027385801460961187	0.003879977866088779	-0.031870035643888524
0.02063269710156223	-0.00940320704065105	-0.0472589191770548
0.014485800424951045	0.0037133431146907014	-0.04422448179744643
0.0236062915034061	-0.011537811975559926	-0.05803314087760496
0.0005466137284228895	-0.03216739898810853	-0.06314422673335914
0.011526763498935238	-0.015919938920713295	-0.04255924365760862
0.01862575550699623	0.004873374280664484	-0.04382322212940433
0.02007256453164286	0.0061832582032222165	-0.041908257498462984
0.02809472531414327	-0.006143317852318168	-0.05465621664701026
0.02697601144635918	0.006796685249793003	-0.044267775986600026
0.023606061733643456	0.009630961428530947	-0.03166076319004857
0.017194169848001113	-0.0037102416953830285	-0.04540328700642301
0.01640503458484755	-0.0006265999477822946	-0.04721729718614133
0.0021504701954954434	-0.011150249608237456	-0.0520795276324144
0.0015746952004332122	-0.024325832018558775	-0.02991565367249164
-0.006230658573928205	-0.034026805852774185	-0.033128079682443315
-0.006604464487810836	-0.027828388187762055	-0.026266522644218738
-0.01595698842357925	-0.011190692199686419	-0.0117434303652089
-0.013380548701155431	-0.020036473917350976	-0.018843305722167546
-0.019952418708196605	-0.013689687565031222	-0.015258624628936896
-0.01988372780902589	0.006811149712910696	0.010819002820100797
-0.0230949411339767	-0.00857779459466066	0.002774389805427307
-0.01940085205342421	-0.0049928785911915385	-0.009592057749254037
-0.012965726587506322	-0.005353972037706126	0.01056989468450305
-0.02227553087272916	0.006947757032300265	0.005752843289766531
-0.01740457816668849	-0.004669257634176388	0.0021252233493922502
-0.0193655922874617	-0.009998280046092128	-0.0028308405217869516
-0.016183447954833757	-0.0060056608983569985	-0.016587384123130034
-0.020416011602926085	-0.005988756104997221	-0.012388380627096565
-0.018031726337349785	-0.012482426630350575	0.014165898242281393
-0.030276742557915935	-0.012994233378837048	0.01523270487065596
-0.02711345349755785	0.0012531504310207982	0.02519427823628338
-0.01758869029199133	-0.023828145302696852	-0.006239833347903741
-0.010385222120076795	-0.009440494462990997	-0.017318225959159612
-0.011953542105358005	-0.027739167092272473	-0.02365714515872122
-0.015673653304040955	-0.034041372010310676	-0.02384291985530121
-0.016802015587052698	-0.036069639704365226	-0.025740192173234186
-0.017164487442718302	-0.01818117891193638	-0.0219532772284338
-0.00843507814258257	-0.028395005026063364	-0.03275976238775965
-0.007704646582643859	-0.03493791683432521	-0.04811505416608851
-0.005904126831635194	-0.030381979762814162	-0.016620787328621985
-0.004690590271074499	-0.028358714325640126	-0.048531737446898565
-0.001174161041586324	-0.029708950496013613	-0.03887499765144621
