# EV_1 (124.4351)	EV_2 (21.2235)	EV_3 (14.1601)
0.014881256298231803	-0.006679008293807329	-0.01621362341837572
0.01886373502058133	-0.002416914486446043	-0.03623907023720331
0.025163570166296587	0.0007209807231168502	-0.025839602142927087
0.025927930702957253	0.0012636944624337216	-0.0074760019693059995
0.02374864981977009	0.005126866660891705	-0.0063899076309748525
0.022996382125822324	-0.00344078426343058	-0.0144983868931024
0.025193299851082613	-0.004483429525332174	-0.0325029943160893
0.02737871074339343	-0.0006491629435380801	-0.025522314504429957
0.0248126430444597	0.012610566636800762	0.006391416937206445
0.013124329343846684	0.028346573315326397	0.03699872397765615
0.006902217009061385	0.027090825048875958	0.05831600722093175
0.007108945983123406	0.03323951431143443	0.04559663193507084
0.007987307705520537	0.03204175865664625	0.04202624752442993
0.011135520971613903	0.028328393778620335	0.04171918365198343
0.010393464428544998	0.022382049670782923	0.046693292395171004
0.009878609433592688	0.021332523882522984	0.04766378108711296
0.008798138608167805	0.019996554672177723	0.04401529832780963
0.0072464347323974625	0.02210600206739096	0.04493300139457026
0.003482806343629464	0.0223386719646921	0.04819647405787917
0.004122807144340268	0.025121437329324557	0.04626984054549447
0.006751155582220878	0.02956474841543889	0.042211646921798046
0.011862322126432526	0.0300030910102094	0.03418959800230997
0.013449247442495246	0.03902748850120667	0.04061650357211441
0.014126603390671955	0.0338957933402015	0.04267647762592266
0.015600783407075585	0.027352109843508242	0.0358544523479952
0.025580387081991094	0.005824442041134257	0.013167296635336868
0.031038474466657272	-0.0017863406657473869	-0.012916192564578342
0.03162343337502092	-0.003505791934455514	-0.029845991729533984
0.031606136443507814	0.0024716060561259454	-0.03063649547995676
0.03341482771629063	0.001996371244139791	-0.0397751524870208
0.03212715357494932	0.0015914691552016118	-0.02684867233870096
0.026874327380109878	0.010538742848540514	-0.02761700568072592
0.025335060750414883	0.007918339166220131	-0.02448964065428199
0.02721483848509753	0.006054497809972057	-0.0408815940793196
0.029829571104563905	0.0009697364805365235	-0.048034309401558645
0.027704719385327266	0.0015488666498150298	-0.054868460605696535
0.022119739776436814	0.016194451308386558	-0.03401054020507348
0.016713991900015997	0.028253774349658246	0.00021740175878465912
0.01096803930423077	0.03857043240056353	0.030997464603467226
0.0011883547793522637	0.03628056455107827	0.04228153481559307
-0.012116251841816646	0.027128992301481514	0.04746887266336161
-0.0297141064896647	0.01148685977152034	0.03430466136703017
-0.0381577171357154	0.00607299645919953	0.018122832458751813
-0.039046767933711896	-0.001596696650203149	0.005229963842671201
-0.037490228778800726	-0.000859904721167321	-0.0018695147212924312
-0.03709788541535006	-0.0038488413187474854	0.00013367765328306525
-0.037893672688041	0.002333524755749161	-0.00046313161342684955
-0.03939667944112834	-0.0004095447079836964	0.0056091816473952255
-0.039535574142541684	0.0012824857020534933	0.0016996148853787793
-0.03797276037010765	-0.0015342960902314977	0.0026544433925633285
-0.03656204530166152	-0.002685920177013997	0.004419254151138967
-0.0316994082054498	0.0018639954601513894	0.004019505863345214
-0.030721274575874803	0.003983597594581778	0.01767870537895086
-0.031487373356994	0.004674813509166728	0.013122735159450956
-0.03488149312387364	-0.0008553446128015093	0.014397444827132407
-0.035888943627880365	-0.003174809708964025	0.005008040068870685
