# EV_1 (13.6107)	EV_2 (-2.3078)	EV_3 (-8.6110)
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
nan	nan	nan
0.025731047194206928	0.031284872549491735	0.022566463217189626
0.02066706427699583	0.04019654270379597	0.027662951838868025
0.01898618069993772	0.034186846992419626	0.027387792890598266
0.01981911147520683	0.014026087683203028	0.02801793273351659
0.019205892649873376	0.014022741623624404	0.02775809623022435
0.018284346733572997	0.013901476511279097	0.028984348454291188
0.01757636203395711	0.021013710621688324	0.029426390029644853
0.016321496432085515	0.014203544494507071	0.027305741382803023
0.018419084133848577	0.017952894228363808	0.02624433642298893
0.017177292673034927	0.017590088191271284	0.0303563696119354
0.01317456650920628	0.005654218706794146	0.03035541278836786
0.00040026402530462916	-0.014976650466221056	0.028167799614967213
-0.009415198693387536	-0.022250111550873974	0.024795015526612167
-0.01634653747336656	0.0021008404896288926	0.02292513137081621
-0.013975123687468685	0.019297113558132076	0.023453718413281918
-0.01891599409423706	0.013055793438555022	0.02248256621091974
-0.021144999637222998	-0.0010335354359393527	0.023219723246977762
-0.02886560504439151	-0.0029376329415993427	0.02160133908403091
-0.022960096699925134	-0.0013251383767795	0.02436092128352509
-0.018764072815055523	0.016630129303171974	0.026334804586511072
-0.015376387296270735	0.012877169510581099	0.02978596500693921
-0.02009434997610433	0.014264791753025245	0.02905082480565207
-0.025584825951759795	0.006342052094586329	0.02631606474414329
-0.028785461026584608	0.008472454909814114	0.024309589066531398
-0.028611668029647704	0.0030261910250789226	0.024033323158264314
-0.029766998161620713	0.005023316170995756	0.023512364129627747
-0.03137439761304217	0.01003672823406205	0.021057882067798135
-0.03257829915584888	0.011043601890557475	0.020031542784836376
-0.030938570690050154	0.007513789882826714	0.020845194669271296
-0.027891742503095503	0.008638008659996442	0.02184719327434169
-0.023706106875938462	0.017580974319284206	0.022844941838129317
-0.022940218857083642	0.020238755283248804	0.02370398287886175
-0.02805464230304289	0.01568567601590594	0.022544288938208517
-0.027040997823109876	0.015186229800751704	0.023856172778214193
-0.02484639497263917	0.014892485902299218	0.023032499263407027
-0.01824046430224561	0.012769745438521884	0.025209698770719817
-0.01932257257829684	0.009823364127134852	0.026561045869341098
-0.016853034777739792	0.009799237163601558	0.02806475948726534
-0.0205332981299823	0.008708486961170357	0.027422699877447727
-0.015582366976063806	0.008687704115548471	0.027931981808455034
-0.020531201933686252	0.016106257213856865	0.024828866016856778
-0.014201207900835924	0.02113590528012665	0.02522337490145756
-0.007155456589777141	0.027023406668369433	0.02686016584631766
-0.0007828799346385825	0.0210797413839026	0.0256882293473235
-0.0053585994899926544	0.019814532287952664	0.02514038313463598
-0.01570280579310096	0.0019143947837174102	0.02095946620291615
-0.01980566868170386	0.00032962903085508033	0.02342791403904382
-0.021477807235732258	0.0035829508522288132	0.022733788971554782
-0.021268938031812047	0.009163143509516226	0.02394775515681258
-0.022827297759689103	-0.0008581252983727757	0.021377419622629557
-0.016957919722987685	0.001296965841976326	0.024272561686154586
-0.017844412589188514	0.006560095566822632	0.021952582690560097
-0.01289430592153316	0.005576228072298947	0.022656517195611986
-0.021544595232664054	0.002153780227059955	0.02282018400187407
-0.024060341418379125	0.003748453863828754	0.023581995723863932
-0.03139430917242055	0.00820717417813445	0.021660720331769794
-0.02976007559293581	0.010412896716385345	0.02234618259360047
-0.029026759803441132	0.005079666042481501	0.023044891081398268
-0.027553528984842278	0.005218771252897936	0.021175479987924666
-0.01933271419003667	0.003944419761414707	0.02120251064830799
-0.010853094692725114	0.016721259698644676	0.023552611365286167
0.0036375440179952376	0.01912499125638223	0.026025497571097445
0.008844348597893542	0.026230406258613153	0.02877865957068773
0.011637854234446758	0.025622720539850152	0.028691421981276104
0.015287057591534495	0.02851537651053145	0.027023185181871724
0.01668078254511264	0.03177152528161934	0.02630987003038475
0.01765288904651347	0.02994244216963573	0.025357601854579206
0.01748962156343551	0.027817386856490676	0.027912962122058658
0.018173392287062554	0.020787280848689037	0.02938700382728104
0.020537214689561083	0.018796405382354178	0.03257851586996793
0.018683673822728973	0.028038475317613498	0.03348988170451586
0.021275947982474418	0.028772773903743037	0.03300525004096592
0.018132244766831875	0.026685184976875147	0.0322021630640011
0.017879684090938368	0.022672081355366483	0.031173880421148492
0.01444100739319076	0.017414559809233496	0.029733067311006462
0.01650821527884584	0.02188521434984039	0.029025102896304278
0.020560554614011916	0.03565476583438179	0.02905949367195651
0.02800000657169716	0.03139687243506801	0.028990439639045112
0.029848857993625674	0.03252021793196999	0.028377788189033987
0.02202294433284139	0.02485567564413815	0.031180719075108977
0.015768011734644944	0.033120721969134445	0.029270386959454657
0.011092454228787199	0.0294510848117936	0.02655142941674035
0.009619964079290336	0.029655922389429174	0.02538656658034496
0.008587622863312555	0.024114818266639748	0.028917141762694283
0.006396373778920633	0.026439344936242143	0.028386409045727784
0.006608915364377764	0.0223473057886773	0.027502651152902045
0.006601276600441276	0.00607345124867572	0.026539436429539306
0.005477256123026127	0.007100426916950876	0.025951805776570993
0.003408657557116535	0.006662056240325901	0.025576567421526353
-0.00010286514595509084	0.0218495228549818	0.026809635399772117
0.00023228601373727917	0.025808853252116456	0.027170885006185762
-0.007360357552235963	0.014391229736920107	0.027908166354247286
-0.018329307072971233	0.0026224178550731947	0.02538996389661142
-0.028850001606931595	-0.006123800327501282	0.022506675886920582
