# EV_1 (18.8359)	EV_2 (6.6269)	EV_3 (-5.3605)
nan	nan	nan
0.008223973533586375	0.020946156056640644	0.021210289602449688
0.008676314514090325	0.021577076379247828	0.021593699176831856
0.007662535815546557	0.023139269758507608	0.017558548105559128
0.008156631324785207	0.022237053453170254	0.021325343743496192
0.009301783942772108	0.014538151296740735	0.02437028682775981
0.011123130246653274	0.015787226229667193	0.02221495286403383
0.007761871534219494	0.015198143873431994	0.019739796057648702
0.007414598240635227	0.02031766905294832	0.018336530395399595
0.006600856561315753	0.023065333376844816	0.01667992612450171
0.009435971401862055	0.026672032823343603	0.022514451993563948
0.012020793475661564	0.026232613412822584	0.024189110989535516
0.011848175331576664	0.014440952458448519	0.026994868898500904
0.013831787581846802	0.005579431545729997	0.029871067750140312
0.011171730935000915	0.004416875519404526	0.036575865848769054
0.012325081171977184	0.007784286813801048	0.030313407843976403
0.013314100072081001	0.0036168871194875354	0.02081679909155294
0.013102152356595235	0.003761292510498053	0.010608640497547592
0.007363225103203112	0.0017232723146008893	0.01249824279619903
0.003986365000259384	0.00631402865305394	0.013237228229173923
0.008631431043436787	-0.006915120411712642	0.016065477832898786
0.013373032677481472	-0.005266814646975685	0.01740792442256679
0.013458149209192586	-0.00532592571748583	0.022588413186691397
0.012499032228795268	0.003790735904861311	0.02178136608889382
0.012855615991914067	-0.0015317478812123635	0.02315395245526478
0.017684618844134477	-0.0043525050750282054	0.01866633350769054
0.01726896323097769	-0.012196227392756297	0.02028202944078474
0.023186128952471016	-0.019177035048070768	0.021567851484286304
0.023773980765380107	-0.029317739739342364	0.023720384117626427
0.028546294019599086	-0.04228886526533952	0.02577087567593462
0.02690298034751274	-0.03960779677144148	0.02018668196956422
0.02941942584924335	-0.040451710826747485	0.02334094702081533
0.028988886711245658	-0.03385059347263765	0.019134756393284318
0.024485365381475534	-0.03456857970331278	0.021648235351595716
0.02310783095344163	-0.031439030865876134	0.023654214795379724
0.022959619759852654	-0.029245944301623885	0.019248029621385374
0.02830146338008659	-0.03103551486651795	0.016471537760443727
0.03107437838300392	-0.03150393316639315	0.009017513643054864
0.03143218296270285	-0.03288136714723859	0.00905337544146621
0.02374363951020214	-0.02298345225621886	0.015135191356659444
0.021243557700975354	-0.018798853929015664	0.021083561914240042
0.01610538259183617	-0.003963860668043252	0.02599651483347392
0.018713859237786675	-0.001559940617317835	0.025787610719610478
0.011549913503592866	0.00981289470058289	0.026391481687092717
0.007766200515144687	0.012555371258320867	0.019450663159254835
0.008114500429739747	0.010866051381235645	0.01455876643144121
0.012324961926425106	0.006603032205201037	0.01228345114665468
0.014517121027151384	-0.003052907033893045	0.01203064100791456
0.012775579001739841	-0.007939493067679717	0.009605086345266417
0.011870194350747598	-0.005818534423866158	0.01300048353235162
0.011842505680350494	-0.0005141591387749795	0.015412991805076633
0.009662434934468177	0.011717719483311358	0.018174743145588746
0.010613964112508659	0.017471263891576258	0.01570956594319738
0.009765005304665456	0.033698313004177444	0.012976271566923261
0.006386052689412766	0.04102608147995171	0.01840646359062319
-0.0001291923895141788	0.050815004440852095	0.02178882117431687
-0.00490420619228254	0.04880051246288057	0.01988281951771453
-0.006428500100074397	0.0481455280826837	0.020909789014830565
-0.0034842898399549977	0.03920074786486731	0.022363426320814634
-0.0013170248078056006	0.033590126196927056	0.024433330431972256
-0.0024130381766800007	0.04149715650498516	0.02489183376824318
-0.003606766384435374	0.05158517613186149	0.026425614776125445
-0.004113181643221152	0.051369126202499796	0.025032398232582603
-0.003602111266549559	0.053485386052945796	0.02119049372435268
-0.004785919274527525	0.047457894633888165	0.01431874202076261
-0.0005545609461711949	0.03889118959230012	0.01850524830106951
0.007361144827741696	0.016313290438166497	0.02171441966920805
0.016131597746109512	-0.0028667989845593232	0.02043301997831655
0.021315945531152958	-0.016365401987577195	0.017921513089925897
0.02336456371245689	-0.021480079936741517	0.0230672455828695
0.020609652586749207	-0.019975021391586467	0.02902183600018861
0.02074787160007089	-0.01843902351480444	0.029524693898932457
0.02193021460707826	-0.01273942555978463	0.021277008337000147
0.023033755583121186	-0.014884426343678252	0.018618290126226983
0.022022468010599927	-0.012383029792079229	0.01377449679504167
0.01845567958836177	-0.01399763577343309	0.015721468240136798
0.015062743047211582	0.001050146299007685	0.015747904538634387
0.01525513572030775	0.012108276104841633	0.015516825624998277
0.014358434435716216	0.020162816292974575	0.016219667860545538
0.015573812859054601	0.009158142591864909	0.020288171367968413
0.012680781773718761	0.007521559799697226	0.0219169713085008
0.012702995389568678	0.003332095038924506	0.0210315049314614
0.009628866363096563	0.004260181107324176	0.016851792601393342
0.007961882085763292	0.011843522625655698	0.019879479044932487
0.005534445090600842	0.00897316157046723	0.008711487620743329
0.008091307201103161	0.011202640052808618	0.008616127686481186
0.011253488319644987	0.009153211316674018	0.0117200557222449
0.012954782615443743	0.009597075139599068	0.020497278400430266
0.010868579299613542	0.002653470918674912	0.02578666721956378
0.006472612365515939	-0.0009576004144483032	0.02056063901152504
0.0032243482738478994	0.003925807780371513	0.0171643887182788
