#	start	end	rich in A	type
chr4	1	1	nan	A
chr4	2	3	0.80	B
chr4	4	52	0.51	A
chr4	53	53	nan	B
chr4	54	54	nan	A
chr4	55	57	0.67	B
chr4	58	92	0.52	A
chr4	93	93	nan	B
chr4	94	111	0.46	A
chr4	112	112	nan	B
chr4	113	119	0.46	A
chr4	120	120	nan	B
chr4	121	121	nan	A
chr4	122	127	0.44	B
chr4	128	128	nan	A
chr4	129	133	0.49	B
chr4	134	136	0.59	A
chr4	137	148	0.43	B
chr4	149	180	0.42	A
chr4	181	206	0.38	B
chr4	207	208	0.78	A
chr4	209	221	0.41	B
chr4	222	228	0.45	A
chr4	229	238	0.42	B
chr4	239	239	nan	A
chr4	240	240	nan	B
chr4	241	269	0.43	A
chr4	270	307	0.37	B
chr4	308	310	0.54	A
chr4	311	374	0.36	B
chr4	375	427	0.42	A
chr4	428	446	0.38	B
chr4	447	448	0.72	A
chr4	449	474	0.37	B
chr4	475	582	0.29	A
chr4	583	682	0.36	B
chr4	683	695	0.40	A
chr4	696	712	0.38	B
chr4	713	727	0.41	A
chr4	728	737	0.41	B
chr4	738	760	0.39	A
chr4	761	761	nan	B
chr4	762	800	0.41	A
chr4	801	811	0.40	B
chr4	812	813	0.78	A
chr4	814	820	0.42	B
chr4	821	849	0.41	A
chr4	850	852	0.57	B
chr4	853	859	0.45	A
chr4	860	862	0.56	B
chr4	863	866	0.49	A
chr4	867	867	nan	B
chr4	868	868	nan	A
chr4	869	874	0.44	B
chr4	875	875	nan	A
chr4	876	876	nan	B
chr4	877	901	0.41	A
chr4	902	910	0.41	B
chr4	911	911	nan	A
chr4	912	948	0.36	B
chr4	949	956	0.43	A
chr4	957	992	0.37	B
chr4	993	993	nan	A
chr4	994	994	nan	B
chr4	995	1011	0.42	A
chr4	1012	1018	0.43	B
chr4	1019	1022	0.48	A
chr4	1023	1024	0.75	B
chr4	1025	1026	0.75	A
chr4	1027	1032	0.44	B
chr4	1033	1041	0.43	A
chr4	1042	1059	0.38	B
chr4	1060	1063	0.50	A
chr4	1064	1064	nan	B
chr4	1065	1066	0.74	A
chr4	1067	1070	0.50	B
chr4	1071	1074	0.48	A
chr4	1075	1085	0.40	B
chr4	1086	1117	0.41	A
chr4	1118	1129	0.39	B
chr4	1130	1149	0.40	A
chr4	1150	1192	0.36	B
chr4	1193	1205	0.42	A
chr4	1206	1224	0.39	B
chr4	1225	1232	0.43	A
chr4	1233	1234	0.72	B
chr4	1235	1240	0.47	A
chr4	1241	1241	nan	B
chr4	1242	1245	0.52	A
chr4	1246	1285	0.37	B
chr4	1286	1299	0.43	A
chr4	1300	1396	0.36	B
chr4	1397	1424	0.42	A
chr4	1425	1426	0.73	B
chr4	1427	1428	0.74	A
chr4	1429	1431	0.55	B
chr4	1432	1435	0.49	A
chr4	1436	1440	0.46	B
chr4	1441	1453	0.41	A
chr4	1454	1456	0.56	B
chr4	1457	1476	0.41	A
chr4	1477	1477	nan	B
chr4	1478	1480	0.56	A
chr4	1481	1483	0.57	B
chr4	1484	1490	0.47	A
chr4	1491	1491	nan	B
chr4	1492	1493	0.75	A
chr4	1494	1495	0.75	B
chr4	1496	1497	0.74	A
chr4	1498	1500	0.57	B
chr4	1501	1502	0.74	A
chr4	1503	1508	0.43	B
chr4	1509	1512	0.53	A
chr4	1513	1516	0.48	B
chr4	1517	1551	0.42	A
chr4	1552	1554	0.57	B
chr4	1555	1556	0.77	A
chr4	1557	1590	0.38	B
chr4	1591	1592	0.74	A
chr4	1593	1596	0.51	B
chr4	1597	1603	0.46	A
chr4	1604	1657	0.37	B
chr4	1658	1665	0.46	A
chr4	1666	1667	0.74	B
chr4	1668	1670	0.54	A
chr4	1671	1689	0.37	B
chr4	1690	1710	0.41	A
chr4	1711	1740	0.37	B
chr4	1741	1746	0.48	A
chr4	1747	1747	nan	B
chr4	1748	1748	nan	A
chr4	1749	1752	0.48	B
chr4	1753	1753	nan	A
chr4	1754	1825	0.37	B
chr4	1826	1826	nan	A
chr4	1827	1829	0.57	B
chr4	1830	1835	0.47	A
chr4	1836	1836	nan	B
chr4	1837	1893	0.43	A
chr4	1894	1904	0.43	B
chr4	1905	1910	0.51	A
