#	start	end	score	density
1	1	404	5.0	0.002
2	405	424	10.0	0.272
3	425	447	10.0	0.075
4	448	452	10.0	1.054
5	453	477	10.0	0.607
6	478	509	5.0	1.153
7	510	514	7.0	0.788
8	515	567	10.0	1.127
9	568	588	8.0	0.637
10	589	598	7.0	1.343
11	599	608	10.0	1.271
12	609	636	10.0	0.631
13	637	649	10.0	1.165
14	650	670	10.0	0.537
15	671	681	10.0	1.386
16	682	686	9.0	1.088
17	687	698	10.0	0.978
18	699	705	10.0	1.229
19	706	765	10.0	1.14
20	766	775	10.0	1.203
21	776	780	10.0	1.12
22	781	801	7.0	1.106
23	802	806	7.0	1.074
24	807	812	7.0	1.252
25	813	834	8.0	1.054
26	835	844	6.0	1.233
27	845	882	10.0	1.022
28	883	897	10.0	1.045
29	898	919	10.0	1.105
30	920	972	10.0	1.223
31	973	1013	10.0	1.043
32	1014	1024	10.0	1.11
33	1025	1038	7.0	1.022
34	1039	1045	10.0	1.13
35	1046	1050	10.0	1.384
36	1051	1061	10.0	1.145
37	1062	1109	10.0	1.203
38	1110	1129	4.0	0.985
39	1130	1135	10.0	0.964
40	1136	1152	10.0	1.037
41	1153	1157	10.0	1.028
42	1158	1170	10.0	1.125
43	1171	1185	7.0	1.144
44	1186	1199	10.0	1.135
45	1200	1213	5.0	1.193
46	1214	1221	5.0	0.734
47	1222	1228	10.0	1.111
48	1229	1242	10.0	1.288
49	1243	1252	7.0	1.112
50	1253	1260	7.0	1.066
51	1261	1269	8.0	1.181
52	1270	1278	10.0	1.122
53	1279	1289	10.0	1.272
54	1290	1306	4.0	0.987
55	1307	1312	7.0	1.246
56	1313	1337	6.0	1.032
57	1338	1344	10.0	1.313
58	1345	1352	5.0	1.103
59	1353	1363	5.0	0.997
60	1364	1370	10.0	1.218
61	1371	1386	10.0	1.102
62	1387	1395	10.0	1.181
63	1396	1418	8.0	1.226
64	1419	1450	7.0	1.052
65	1451	1459	5.0	1.019
66	1460	1464	6.0	0.961
67	1465	1471	9.0	0.888
68	1472	1482	5.0	1.167
69	1483	1487	5.0	1.185
70	1488	1492	5.0	1.16
71	1493	1513	9.0	1.208
72	1514	1522	9.0	1.018
73	1523	1527	4.0	0.941
74	1528	1544	10.0	1.082
75	1545	1552	2.0	0.852
76	1553	1557	5.0	0.899
77	1558	1564	10.0	1.411
78	1565	1583	4.0	1.157
79	1584	1590	5.0	1.095
80	1591	1614	10.0	1.062
81	1615	1626	6.0	1.2
82	1627	1632	4.0	1.034
83	1633	1652	10.0	1.151
84	1653	1674	6.0	0.346
85	1675	1683	5.0	1.018
86	1684	1695	5.0	1.119
87	1696	1715	10.0	0.759
88	1716	1728	10.0	0.971
89	1729	1780	10.0	1.254
90	1781	1788	8.0	1.096
91	1789	1797	8.0	1.205
92	1798	1804	10.0	1.34
93	1805	1813	9.0	1.142
94	1814	1831	10.0	1.185
95	1832	1858	3.0	1.129
96	1859	1866	5.0	0.995
97	1867	1871	8.0	1.009
98	1872	1894	10.0	1.21
99	1895	1979	10.0	1.124
100	1980	1995	10.0	1.098
101	1996	2007	10.0	1.154
102	2008	2023	10.0	1.106
103	2024	2031	7.0	1.12
104	2032	2036	10.0	1.074
105	2037	2044	10.0	1.275
106	2045	2051	10.0	0.874
