#	start	end	rich in A	type
chr9	2	47	0.41	B
chr9	48	49	0.84	A
chr9	50	56	0.45	B
chr9	57	61	0.49	A
chr9	62	62	nan	B
chr9	63	67	0.52	A
chr9	68	79	0.44	B
chr9	80	127	0.36	A
chr9	128	179	0.40	B
chr9	180	184	0.48	A
chr9	185	185	nan	B
chr9	186	186	nan	A
chr9	187	215	0.41	B
chr9	216	217	0.75	A
chr9	218	225	0.44	B
chr9	226	266	0.37	A
chr9	267	278	0.43	B
chr9	279	292	0.39	A
chr9	293	293	nan	B
chr9	294	323	0.37	A
chr9	324	330	0.48	B
chr9	331	386	0.45	A
chr9	387	389	0.42	B
chr9	437	437	nan	A
chr9	449	685	0.01	B
chr9	699	699	nan	A
chr9	710	749	0.41	B
chr9	750	750	nan	A
chr9	751	751	nan	B
chr9	752	752	nan	A
chr9	753	764	0.40	B
chr9	765	770	0.43	A
chr9	771	828	0.40	B
chr9	829	834	0.44	A
chr9	835	835	nan	B
chr9	836	836	nan	A
chr9	837	948	0.42	B
chr9	949	965	0.48	A
chr9	966	967	0.90	B
chr9	968	984	0.46	A
chr9	985	986	0.88	B
chr9	987	987	nan	A
chr9	988	988	nan	B
chr9	989	1010	0.46	A
chr9	1011	1052	0.41	B
chr9	1053	1053	nan	A
chr9	1054	1054	nan	B
chr9	1055	1055	nan	A
chr9	1056	1056	nan	B
chr9	1057	1058	0.68	A
chr9	1059	1061	0.53	B
chr9	1062	1062	nan	A
chr9	1063	1065	0.54	B
chr9	1066	1066	nan	A
chr9	1067	1117	0.41	B
chr9	1118	1118	nan	A
chr9	1119	1120	0.84	B
chr9	1121	1121	nan	A
chr9	1122	1145	0.42	B
chr9	1146	1149	0.55	A
chr9	1150	1150	nan	B
chr9	1151	1152	0.80	A
chr9	1153	1243	0.42	B
chr9	1244	1244	nan	A
chr9	1245	1268	0.46	B
chr9	1269	1286	0.45	A
chr9	1287	1290	0.59	B
chr9	1291	1291	nan	A
chr9	1292	1292	nan	B
chr9	1293	1374	0.44	A
chr9	1376	1377	1.10	B
chr9	1378	1378	nan	A
chr9	1379	1381	0.79	B
chr9	1382	1399	0.35	A
chr9	1406	1406	nan	B
chr9	1407	1407	nan	A
chr9	1408	1409	1.00	B
