#	start	end	rich in A	type
chr11	3	47	0.47	A
chr11	48	50	0.56	B
chr11	51	153	0.42	A
chr11	154	157	0.54	B
chr11	158	206	0.43	A
chr11	207	273	0.37	B
chr11	274	294	0.39	A
chr11	295	312	0.40	B
chr11	313	365	0.42	A
chr11	366	435	0.37	B
chr11	436	482	0.47	A
chr11	483	570	0.23	B
chr11	571	578	0.53	A
chr11	579	582	0.50	B
chr11	583	786	0.47	A
chr11	787	825	0.39	B
chr11	826	832	0.47	A
chr11	833	852	0.39	B
chr11	853	890	0.39	A
chr11	891	897	0.37	B
chr11	899	899	nan	A
chr11	900	927	0.38	B
chr11	928	962	0.41	A
chr11	963	1004	0.36	B
chr11	1005	1106	0.38	A
chr11	1107	1109	0.59	B
chr11	1110	1128	0.44	A
chr11	1129	1130	0.80	B
chr11	1131	1142	0.49	A
chr11	1143	1163	0.44	B
chr11	1164	1264	0.45	A
chr11	1265	1281	0.43	B
chr11	1282	1305	0.45	A
chr11	1306	1338	0.44	B
chr11	1339	1350	0.51	A
