# EV_1 (10.2082)	EV_2 (3.6150)	EV_3 (-11.9596)
0.021194432682595424	-0.008905516888780232	-0.009927921667233438
0.01556636708866589	-0.012336644287011788	-0.016336815408136137
0.00789368798513906	-0.012129733224668038	-0.016507323767514927
0.0020162307144389467	-0.015943519890962054	-0.018685690349662994
9.918746975123713e-05	-0.019238935814295904	-0.01771920486915248
0.003621528053441749	-0.01616157563827963	-0.017866090119532173
0.0020983363411821677	-0.01684461620679864	-0.018622881976002377
0.0015197330915728956	-0.018383331206681123	-0.01856586324159232
-0.0027644918294028303	-0.0254195567962053	-0.01815125184938787
2.6344365972657863e-05	-0.02823417449671122	-0.01654004228606592
-0.003210917679302667	-0.028672351383909382	-0.018280842050267948
-0.004783176957621571	-0.031195818302482775	-0.018293639379812862
-0.012843694503545208	-0.03187527269386419	-0.019008792226271384
-0.012866781190825093	-0.013462240582305721	-0.018903706976752945
-0.008198415700885807	-0.01465843118957453	-0.019139882691816337
-0.0015847767975463406	-0.006095476135880174	-0.02198987462338006
-0.001652386681597927	-0.015737309283010908	-0.021731697935183685
-0.005223696943700918	-0.013619135561658738	-0.02166947291479048
-0.010486600630973683	-0.019987358728844655	-0.01862814875764216
-0.02010698084174874	-0.016439467707320812	-0.01863075939958604
-0.028142816731641686	-0.009651833027028538	-0.020023915229299846
-0.03864578998790544	-0.0028779485627053736	-0.021441888567008932
-0.038112879788984345	-0.0006008713558161086	-0.021173087543775018
-0.04261559976773292	0.003478946500589053	-0.020403423645809122
-0.03480198524357521	0.0016760772654823772	-0.02072621684494135
-0.02200747991248749	-0.008660051850293185	-0.0197771039725215
-0.008781711054625245	-0.014748823699633182	-0.021124070186481513
-0.007047356734207266	-0.018717818356533404	-0.022258341360490222
-0.00906891066287246	-0.018105283564632847	-0.021545750179047016
-0.00922011977527428	-0.017315127523252427	-0.019552497479088576
-0.006064746703153797	-0.020384344478927077	-0.017515692378475473
-0.0006072333481612498	-0.013741333200037781	-0.01788106042115011
0.0036435297199533317	-0.01236658326082199	-0.019413786816475147
0.0047957773319003425	-0.005336354214373281	-0.018459936418444577
0.007917624021865147	0.003991638092492229	-0.01777762990933464
0.005743004323517009	0.002157884424384275	-0.0166491608200603
0.0006411917909342503	-0.003151753599074302	-0.017177143368908434
-0.005923669182669864	-0.013698842709882454	-0.01774105660917514
-0.01711797545310201	-0.020457468117896258	-0.01869409368513391
-0.02866076288574719	-0.011891334753291027	-0.019086846954592833
-0.040875029281587046	0.002418790382124343	-0.019589778157723517
-0.04584888278713251	0.01310794756270054	-0.02025919135213526
-0.04112926701093492	0.012230346305216695	-0.020272499541295133
-0.04072145420812798	0.01227099707680785	-0.01864004649607779
-0.03711828755111006	0.006961244193126125	-0.017745654379271635
-0.0376051792628116	0.004045489223962431	-0.01679499600322384
-0.036245022285220856	0.00808969327574563	-0.018277487545586057
-0.036453987580038066	0.014698488537442843	-0.019669690293139003
-0.045107723856517776	0.019350826930074574	-0.019149958884183527
-0.0418847972501516	0.014684050712354207	-0.019736814495175992
nan	nan	nan
-0.041171174107336735	0.008980934998794772	-0.020220343849947517
-0.03900635992548408	0.009348713803154753	-0.02119613163911365
-0.0362825215461939	0.008727633301923901	-0.020370092729233572
-0.035054906143788075	0.00628765047813485	-0.020678000543749787
-0.03601778872638674	0.004077522398717746	-0.02091347451372034
-0.03898212965210503	0.005096489015823359	-0.02133194413253946
-0.04066997985907051	0.004046261428372042	-0.020790184393649495
-0.035786274188761846	0.004979406218597174	-0.02051800504143429
