# EV_1 (9.8211)	EV_2 (3.6878)	EV_3 (-6.4915)
0.01946393799696563	0.027680846859561493	-0.030909247753853918
0.015643594572073184	0.020233019983525707	-0.03727488710088107
0.014429730647930185	-0.0008095113916600574	-0.036291862105552734
nan	nan	nan
0.012995860948313826	-0.006653480862971135	-0.038537013925040664
0.018089454733927837	-0.01926581902207586	-0.03504446427744367
0.01841587434193201	-0.012396212948597437	-0.03687026435033516
0.019013093856395068	-0.012489787869106692	-0.037120675228450695
0.020607661218954222	-0.009307654194427903	-0.03352910104128835
0.02184607686532735	-0.0051337455892436455	-0.03422292107385477
0.030610526558077458	-0.0161841368499717	-0.02790076257129614
0.02411825589851659	-0.024007701068975186	-0.03826207804957546
0.02182688526482516	-0.018789465235698806	-0.03701379142356842
0.022935833161634386	-0.023214270591192812	-0.03820713005782367
0.022206566081326123	-0.009147351449788593	-0.037153469651875964
0.025985079181117053	-0.013605481848393185	-0.03471194929322453
0.02235376981382624	-0.0014441756105969712	-0.035057184378644315
0.02403380521858844	-0.0047416426657451854	-0.03713295427442955
0.025082663905361676	-0.00024647632143316375	-0.032089953890330244
0.022909200725666923	0.002042909658611501	-0.033907709438568974
0.019248500012248593	0.0007330066605476075	-0.032583216717581784
0.02107023314875846	0.002915290823276226	-0.03209562938100262
0.023667380557060653	-0.006041698787280645	-0.03123361226145717
0.028140135850382924	-4.413409317454223e-05	-0.02253521958826308
0.021630684545868105	-0.0002871101511803774	-0.02889544652968489
0.018968845888899688	0.004227607777224807	-0.026007424489436038
0.012390177321672882	0.0013387181311037537	-0.03196039324237284
0.012821374809177014	0.008283345324001806	-0.035454933999961996
0.006803042413081151	0.009985236560637739	-0.037900480086323324
-0.002222166867264201	0.008820182493794121	-0.036066783425962756
-0.007660612108876549	0.010105597784280444	-0.03802440193061649
-0.012992648129231841	0.012012824679178278	-0.04004695809435936
-0.0055872095507494	0.019723062116098016	-0.035028915577033554
-0.012005606670334727	0.04383882934400915	-0.027862828027421998
-0.0005956638914830592	0.05141687240081744	-0.021917083095711002
0.004763742074761079	0.04134408393354626	-0.023194468135986416
0.009634012165313774	0.019208549959725763	-0.030592296017080182
0.011149344355022203	0.011191397391201218	-0.03302493976456221
0.017703772259211274	0.005406585110880985	-0.030973766747565478
0.02147056153088028	0.009444294074958294	-0.03072789611493198
0.023843667339047407	-0.0023937615235237117	-0.03106570511404306
0.022961973782719157	-0.003725342199749803	-0.03219259003215516
0.02397972068376919	-0.016687622485112234	-0.03212634597008796
0.01891077866099656	0.0015544582050972013	-0.03398299886063872
0.017055031553292577	-0.006925474993249817	-0.0398224173120497
