#	start	end	score	density
1	1	338	6.0	0.001
2	339	345	10.0	1.164
3	346	351	10.0	1.02
4	352	361	10.0	1.12
5	362	374	7.0	1.088
6	375	394	10.0	0.834
7	395	399	9.0	1.5
8	400	423	10.0	0.627
9	424	428	5.0	1.191
10	429	441	5.0	0.244
11	442	447	10.0	1.124
12	448	455	4.0	0.976
13	456	469	8.0	1.102
14	470	486	10.0	1.061
15	487	500	9.0	1.017
16	501	512	10.0	0.973
17	513	524	10.0	0.971
18	525	535	10.0	1.279
19	536	542	6.0	1.125
20	543	557	5.0	1.093
21	558	562	2.0	0.972
22	563	568	10.0	0.752
23	569	580	10.0	1.174
24	581	593	10.0	0.985
25	594	600	10.0	0.998
26	601	610	10.0	1.171
27	611	616	7.0	1.114
28	617	634	10.0	1.086
29	635	648	9.0	1.015
30	649	658	10.0	1.037
31	659	668	10.0	1.122
32	669	709	10.0	1.258
33	710	714	10.0	0.946
34	715	733	8.0	1.111
35	734	738	10.0	1.211
36	739	753	9.0	1.118
37	754	758	10.0	1.228
38	759	768	10.0	1.263
39	769	782	7.0	1.159
40	783	798	9.0	1.057
41	799	816	10.0	1.156
42	817	822	10.0	1.185
43	823	829	10.0	0.777
44	830	841	10.0	0.96
45	842	859	10.0	1.141
46	860	872	10.0	1.224
47	873	887	6.0	1.114
48	888	902	8.0	1.187
49	903	919	10.0	0.963
50	920	926	6.0	1.11
51	927	935	10.0	0.955
52	936	942	9.0	0.889
53	943	951	3.0	0.741
54	952	957	10.0	1.096
55	958	988	9.0	1.179
56	989	1003	5.0	1.052
57	1004	1027	10.0	0.91
